image,description,comments,state,UUID
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070W254-65-E.jpg&v=00608,1.1 mi E of Genesee Park Int,Traffic in lanes farthest from camera moving East,CO,CO1000664
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070W254-65-W.jpg&v=00608,1.1 mi E of Genesee Park Int,Traffic in lanes closest to camera moving West,CO,CO1000665
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070W256-00-E.jpg&v=00608,Lookout Mtn Int,Traffic in lanes farthest from camera moving East,CO,CO1000666
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070W256-00-W.jpg&v=00608,Lookout Mtn Int,Traffic in lanes closest to camera moving West,CO,CO1000667
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070W256-60-E.jpg&v=00608,0.6 mi E of Lookout Mtn Int,Traffic furthest from camera is travelling East,CO,CO1000668
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070W256-60-W.jpg&v=00608,0.6 mi E of Lookout Mtn Int,Traffic closest to camera is travelling West,CO,CO1000669
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070E257-00-E.jpg&v=00608,1.0 mi E of Lookout Mtn Int,Traffic in lanes closest to camera moving East,CO,CO1000670
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070E257-00-W.jpg&v=00608,1.0 mi E of Lookout Mtn Int,Traffic in lanes farthest from camera moving West,CO,CO1000671
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070W259-10-E.jpg&v=00608,0.3 mi E of US-40/CR-93,Traffic right of camera traveling East,CO,CO1000672
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070W259-10-W.jpg&v=00608,0.3 mi E of US-40/CR-93,Traffic right of camera traveling West,CO,CO1000673
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070W259-80-N.jpg&v=00608,C470,Traffic closest to camera is travelling North,CO,CO1000674
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070W259-80-E.jpg&v=00608,C470,Traffic furthest from camera is travelling East,CO,CO1000675
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070W259-80-S.jpg&v=00608,C470,Traffic closest to camera is travelling South,CO,CO1000676
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070W259-80-W.jpg&v=00608,C470,Traffic closest to camera is travelling West,CO,CO1000677
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070E260-15-E.jpg&v=00608,0.1mi E. of C-470,Traffic in lanes on right moving East,CO,CO1000678
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070E260-15-W.jpg&v=00608,0.1mi E. of C-470,Traffic in lanes on right moving West,CO,CO1000679
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070E260-85-E.jpg&v=00608,0.2 mi W of 6th Ave,Traffic in lanes on right moving East,CO,CO1000680
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070E260-85-W.jpg&v=00608,0.2 mi W of 6th Ave,Traffic in lanes on right moving West,CO,CO1000681
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070W261-70-E.jpg&v=00608,Colfax Ave,Traffic in lanes on right moving East,CO,CO1000682
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070W261-70-W.jpg&v=00608,Colfax Ave,Traffic in lanes on right moving West,CO,CO1000683
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070W263-25-W.jpg&v=00608,East of Denver West Blvd,Traffic in lanes on right moving East,CO,CO1000684
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070W263-25-E.jpg&v=00608,East of Denver West Blvd,Traffic in lanes on right moving West,CO,CO1000685
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070E264-20-E.jpg&v=00608,0.2 mi W of 32nd Ave,Traffic in lanes closest to camera moving East,CO,CO1000686
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070E264-20-W.jpg&v=00608,0.2 mi W of 32nd Ave,Traffic in lanes farthest from camera moving West,CO,CO1000687
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070W264-70-E.jpg&v=00608,0.3 mi E. of 32nd Ave.,Traffic in lanes on right moving East,CO,CO1000688
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070W264-70-W.jpg&v=00608,0.3 mi E. of 32nd Ave.,Traffic in lanes on right moving West,CO,CO1000689
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070E265-75-E.jpg&v=00608,Ward Rd,Traffic in lanes on right moving East,CO,CO1000690
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070E265-75-W.jpg&v=00608,Ward Rd,Traffic in lanes on right moving West,CO,CO1000691
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070W267-00-E.jpg&v=00608,0.4 mi W of Kipling St,Traffic in lanes farthest from camera moving East,CO,CO1000692
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070W267-00-W.jpg&v=00608,0.4 mi W of Kipling St,Traffic in lanes closest to camera moving West,CO,CO1000693
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070W268-05-E.jpg&v=00608,0.7 mi E of Kipling St,Traffic in lanes farthest from camera moving East,CO,CO1000694
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070W268-05-W.jpg&v=00608,0.7 mi E of Kipling St,Traffic in lanes closest to camera moving West,CO,CO1000695
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070W269-00-E.jpg&v=00608,Wadsworth Blvd,Traffic in lanes farthest from camera moving East,CO,CO1000696
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070W269-00-W.jpg&v=00608,Wadsworth Blvd,Traffic in lanes closest to camera moving West,CO,CO1000697
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM076W000-30-E.jpg&v=00608,I-76,Traffic in lanes farthest from camera moving East,CO,CO1000698
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM076W000-30-W.jpg&v=00608,I-76,Traffic in lanes closest to camera moving West,CO,CO1000699
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070W269-90-E.jpg&v=00608,Harlan St,Traffic in lanes farthest from camera moving East,CO,CO1000700
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070W269-90-W.jpg&v=00608,Harlan St,Traffic in lanes closest to camera moving West,CO,CO1000701
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070W270-30-E.jpg&v=00608,0.3 mi E of Harlan St,Traffic in lanes farthest from camera moving East,CO,CO1000702
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070W270-30-W.jpg&v=00608,0.3 mi E of Harlan St,Traffic in lanes closest to camera moving West,CO,CO1000703
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070W271-30-E.jpg&v=00608,0.2 mi W of Lowell Blvd,Traffic in lanes farthest from camera moving East,CO,CO1000704
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070W271-30-W.jpg&v=00608,0.2 mi W of Lowell Blvd,Traffic in lanes closest to camera moving West,CO,CO1000705
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070W272-80-E.jpg&v=00608,0.2 mi W of Pecos St,Traffic in lanes farthest from camera moving East,CO,CO1000706
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070W272-80-W.jpg&v=00608,0.2 mi W of Pecos St,Traffic in lanes closest to camera moving West,CO,CO1000707
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070E273-70-E.jpg&v=00608,I-25,Traffic in lanes on right moving East,CO,CO1000708
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070E273-70-W.jpg&v=00608,I-25,Traffic in lanes on right moving West,CO,CO1000709
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070W274-20-E.jpg&v=00608,To I-25 Ramp,Traffic closest to camera moving West,CO,CO1000710
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070W274-20-W.jpg&v=00608,To I-25 Ramp,Traffic furthest from camera moving East,CO,CO1000711
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070W275-50-E.jpg&v=00608,York St,Traffic in lanes farthest from camera moving East,CO,CO1000712
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070W275-50-W.jpg&v=00608,York St,Traffic in lanes closest to camera moving West,CO,CO1000713
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070W276.45-E.jpg&v=00608,Colorado Blvd,Traffic furthest from camera is travelling East,CO,CO1000714
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070W276.45-W.jpg&v=00608,Colorado Blvd,Traffic closest to camera is travelling West,CO,CO1000715
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070E278-95-E.jpg&v=00608,I-270,Traffic in lanes closest to camera moving East,CO,CO1000716
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070E278-95-W.jpg&v=00608,I-270,Traffic in lanes farthest from camera moving West,CO,CO1000717
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070W279-90-E.jpg&v=00608,0.3mi E of Central Park Blvd,Traffic in lanes farthest from camera moving East,CO,CO1000718
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070W279-90-W.jpg&v=00608,0.3mi E of Central Park Blvd,Traffic in lanes closest to camera moving West,CO,CO1000719
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070E282-50-E.jpg&v=00608,I-225,Traffic in lanes closest to camera moving East,CO,CO1000720
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070E282-50-W.jpg&v=00608,I-225,Traffic in lanes farthest from camera moving West,CO,CO1000721
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070W283-00-E.jpg&v=00608,Chambers,Traffic furthest from camera is travelling East,CO,CO1000722
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070W283-00-W.jpg&v=00608,Chambers,Traffic closest to camera is travelling West,CO,CO1000723
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070E284-15-E.jpg&v=00608,Airport Blvd,Traffic in lanes closest to camera moving East,CO,CO1000724
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070E284-15-W.jpg&v=00608,Airport Blvd,Traffic in lanes farthest from camera moving West,CO,CO1000725
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070E285-20-E.jpg&v=00608,0.5 mi W of Tower Rd,Traffic in lanes closest to camera moving East,CO,CO1000726
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070E285-20-W.jpg&v=00608,0.5 mi W of Tower Rd,Traffic in lanes farthest from camera moving West,CO,CO1000727
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070E288-70-E.jpg&v=00608,0.4 mi E of US-40 E Colfax Ave,Traffic closet to camera is travelling East,CO,CO1000728
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070E288-70-W.jpg&v=00608,0.4 mi E of US-40 E Colfax Ave,Traffic furthest from camera is travelling West,CO,CO1000729
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070E289-20-N.jpg&v=00608,E-470,Traffic in lanes furthest from camera is travelling North,CO,CO1000730
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070E289-20-E.jpg&v=00608,E-470,Traffic in lanes closest to camera moving East,CO,CO1000731
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070E289-20-S.jpg&v=00608,E-470,Traffic in lanes closest to camera is travelling South,CO,CO1000732
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070E289-20-W.jpg&v=00608,E-470,Traffic in lanes furthest from camera moving West,CO,CO1000733
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070W304.40-N.jpg&v=00608,Bennett,Traffic closest to camera is travelling North,CO,CO1000734
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070W304.40-E.jpg&v=00608,Bennett,Traffic furthest from camera is travelling East,CO,CO1000735
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070W304.40-S.jpg&v=00608,Bennett,Traffic furthest from camera is travelling South,CO,CO1000736
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070W304.40-W.jpg&v=00608,Bennett,Traffic closest to camera is travelling West,CO,CO1000737
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070W309-30-E.jpg&v=00608,0.9 mi W of Strasburg Int,East,CO,CO1000738
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070W309-30-W.jpg&v=00608,0.9 mi W of Strasburg Int,West,CO,CO1000739
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070E328-65-E.jpg&v=00608,0.3 mi E of Cedar St-Deer Trail,Traffic in lanes closest to camera moving East,CO,CO1000740
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070E328-65-W.jpg&v=00608,0.3 mi E of Cedar St-Deer Trail,Traffic in lanes farthest from camera moving West,CO,CO1000741
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070W352-35-E.jpg&v=00608,SH-86/Cedar Point (RWIS),East Bound Traffic,CO,CO1000742
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070W352-35-S.jpg&v=00608,SH-86/Cedar Point (RWIS),South Bound Traffic,CO,CO1000743
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070W352-35-W.jpg&v=00608,SH-86/Cedar Point (RWIS),West Bound Traffic,CO,CO1000744
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070W352-35-roadway.jpg&v=00608,SH-86/Cedar Point (RWIS),RoadSurface,CO,CO1000745
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070W362-30-E.jpg&v=00608,0.2 mi E of US-40,Traffic Furthest from camera is travelling East,CO,CO1000746
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070W362-30-W.jpg&v=00608,0.2 mi E of US-40,Traffic closest to camera is travelling West,CO,CO1000747
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070E362-85-E.jpg&v=00608,0.2 mi E of US-287,Traffic in lanes closest to camera moving East,CO,CO1000748
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070E362-85-W.jpg&v=00608,0.2 mi E of US-287,Traffic in lanes farthest from camera moving West,CO,CO1000749
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070E371-50-E.jpg&v=00608,Genoa Int,Traffic in lanes closest to camera moving East,CO,CO1000750
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070E371-50-W.jpg&v=00608,Genoa Int,Traffic in lanes farthest from camera moving West,CO,CO1000751
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070E419-80-E.jpg&v=00608,0.2 mi E of Stratton Exit,Traffic in lanes closest to camera moving East,CO,CO1000752
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070E419-80-W.jpg&v=00608,0.2 mi E of Stratton Exit,Traffic in lanes farthest from camera moving West,CO,CO1000753
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070W436-75-E.jpg&v=00608,Lincoln St-Burlington,Traffic in lanes farthest from camera moving East,CO,CO1000754
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070W436-75-W.jpg&v=00608,Lincoln St-Burlington,Traffic in lanes closest to camera moving West,CO,CO1000755
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070E438-45-E.jpg&v=00608,0.2 mi E of Rose Ave-Burlington,Traffic in lanes closest to camera moving East,CO,CO1000756
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM070E438-45-W.jpg&v=00608,0.2 mi E of Rose Ave-Burlington,Traffic in lanes farthest from camera moving West,CO,CO1000757
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM076W001-75-E.jpg&v=00608,CO-9 Sheridan Blvd,Traffic closest to camera moving West,CO,CO1000758
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM076W001-75-W.jpg&v=00608,CO-9 Sheridan Blvd,Traffic closest to camera moving West,CO,CO1000759
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM076W003-20-E.jpg&v=00608,Federal,Traffic in lanes closest to camera moving West,CO,CO1000760
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM076W003-20-W.jpg&v=00608,Federal,Traffic in lnaes closest to camera moving West,CO,CO1000761
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM076W004-20-E.jpg&v=00608,Pecos St,Traffic closest to camera moving West,CO,CO1000762
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM076W004-20-W.jpg&v=00608,Pecos St,Traffic furthest from camera moving East,CO,CO1000763
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM076W005-75-N.jpg&v=00608,I-25,Traffic in lanes closest to camera moving South,CO,CO1000764
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM076W005-75-E.jpg&v=00608,I-25,Traffic in lanes farthest from camera moving East,CO,CO1000765
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM076W005-75-S.jpg&v=00608,I-25,Traffic in lanes farthest from camera moving North,CO,CO1000766
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM076W005-75-W.jpg&v=00608,I-25,Traffic in lanes closest to camera moving West,CO,CO1000767
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM076W006-45-E.jpg&v=00608,0.4 mi W of I-270,Traffic on lanes closest to camera moving East,CO,CO1000768
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM076W006-45-W.jpg&v=00608,0.4 mi W of I-270,Traffic on lanes farthest from camera moving West,CO,CO1000769
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM076E006-95-E.jpg&v=00608,ramp from I-270,Traffic in lanes closest to camera moving East,CO,CO1000770
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM076E006-95-W.jpg&v=00608,ramp from I-270,Traffic in lanes closest to camera moving West,CO,CO1000771
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM076E009.50-E.jpg&v=00608,1.4 mi E of 74th Ave,Traffic closest to camera is travelling East,CO,CO1000772
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM076E009.50-W.jpg&v=00608,1.4 mi E of 74th Ave,Traffic furthest from camera is travelling West,CO,CO1000773
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM076E010.55-E.jpg&v=00608,88th Ave,Traffic closest to camera is travelling East,CO,CO1000774
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM076E010.55-W.jpg&v=00608,88th Ave,Traffic furtyhest from camera is travelling West,CO,CO1000775
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM076W011.50-E.jpg&v=00608,0.5 mi W of 96th Ave,Traffic furthest from camera is travelling East,CO,CO1000776
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM076W011.50-W.jpg&v=00608,0.5 mi W of 96th Ave,Traffic closest to camera is travelling West,CO,CO1000777
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM076E16-5-N.jpg&v=00608,Sable,North Bound Traffic,CO,CO1000778
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM076E16-5-S.jpg&v=00608,Sable,South Bound Traffic,CO,CO1000779
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM076E16-5-Roadway.jpg&v=00608,Sable,Roadway,CO,CO1000780
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM076W19-70-E.jpg&v=00608,136th Ave,Traffic in lanes closest to camera moving East,CO,CO1000781
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM076W19-70-W.jpg&v=00608,136th Ave,Traffic in lanes closest to camera moving West,CO,CO1000782
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM076W25-15-E.jpg&v=00608,168th Ave,Traffic in lanes closest to camera moving East,CO,CO1000783
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM076W25-15-W.jpg&v=00608,168th Ave,Traffic in lanes closest to camera moving West,CO,CO1000784
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM076W28-95-E.jpg&v=00608,2.5 mi W of CO-52,Traffic in lanes closest to camera moving East,CO,CO1000785
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM076W28-95-W.jpg&v=00608,2.5 mi W of CO-52,Traffic in lanes closest to camera moving West,CO,CO1000786
